,ds,trend,Chinese New Year,Chinese New Year_lower,Chinese New Year_upper,Dragon Boat Festival,Dragon Boat Festival_lower,Dragon Boat Festival_upper,holidays,holidays_lower,holidays_upper,Labor Day,Labor Day_lower,Labor Day_upper,Mid-Autumn Festival,Mid-Autumn Festival_lower,Mid-Autumn Festival_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,National Day,National Day_lower,National Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,Tomb-Sweeping Day,Tomb-Sweeping Day_lower,Tomb-Sweeping Day_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat_lower,yhat_upper,trend_lower,trend_upper,yhat
496,28/05/2011,0.284479195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0.658138115,0.2800667,0.303425344,0.309910604
497,28/05/2011,0.284479195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0.667908469,0.2800667,0.303425344,0.309910604
498,28/05/2011,0.284479195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0.658119473,0.2800667,0.303425344,0.309910604
499,28/05/2011,0.284479195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0.638602387,0.2800667,0.303425344,0.309910604
500,28/05/2011,0.284479195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0.65913358,0.2800667,0.303425344,0.309910604
501,28/05/2011,0.284479195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0,0,0,0,0,0.089396376,0.040750193,0.141495745,0,0,0,0,0.619028324,0.2800667,0.303425344,0.309910604
502,29/05/2011,0.28427961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087005921,0.03838147,0.139477756,0,0,0,0,0,0,0,0,0,0.087005921,0.03838147,0.139477756,0,0,0,0.000356281,0.644813768,0.279891122,0.303223486,0.309013619
503,29/05/2011,0.28427961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087005921,0.03838147,0.139477756,0,0,0,0,0,0,0,0,0,0.087005921,0.03838147,0.139477756,0,0,0,0,0.669157454,0.279891122,0.303223486,0.309013619
504,29/05/2011,0.28427961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087005921,0.03838147,0.139477756,0,0,0,0,0,0,0,0,0,0.087005921,0.03838147,0.139477756,0,0,0,0,0.640080852,0.279891122,0.303223486,0.309013619
505,29/05/2011,0.28427961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087005921,0.03838147,0.139477756,0,0,0,0,0,0,0,0,0,0.087005921,0.03838147,0.139477756,0,0,0,0.005559664,0.631597331,0.279891122,0.303223486,0.309013619
506,30/05/2011,0.284080126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084568921,0.035815042,0.137302766,0,0,0,0,0,0,0,0,0,0.084568921,0.035815042,0.137302766,0,0,0,0.007257141,0.654293861,0.279715624,0.303021722,0.308104476
507,30/05/2011,0.284080126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084568921,0.035815042,0.137302766,0,0,0,0,0,0,0,0,0,0.084568921,0.035815042,0.137302766,0,0,0,0,0.653915282,0.279715624,0.303021722,0.308104476
508,30/05/2011,0.284080126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084568921,0.035815042,0.137302766,0,0,0,0,0,0,0,0,0,0.084568921,0.035815042,0.137302766,0,0,0,0,0.657789866,0.279715624,0.303021722,0.308104476
509,30/05/2011,0.284080126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084568921,0.035815042,0.137302766,0,0,0,0,0,0,0,0,0,0.084568921,0.035815042,0.137302766,0,0,0,0,0.624371006,0.279715624,0.303021722,0.308104476
510,31/05/2011,0.283880743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082090206,0.033184136,0.134734664,0,0,0,0,0,0,0,0,0,0.082090206,0.033184136,0.134734664,0,0,0,0.004291983,0.637368086,0.279540205,0.302820051,0.307184571
511,31/05/2011,0.283880743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082090206,0.033184136,0.134734664,0,0,0,0,0,0,0,0,0,0.082090206,0.033184136,0.134734664,0,0,0,0,0.635446909,0.279540205,0.302820051,0.307184571
512,31/05/2011,0.283880743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082090206,0.033184136,0.134734664,0,0,0,0,0,0,0,0,0,0.082090206,0.033184136,0.134734664,0,0,0,0,0.656253394,0.279540205,0.302820051,0.307184571
513,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.640608618,0.279365156,0.302617777,0.30625531
514,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.676047146,0.279365156,0.302617777,0.30625531
515,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.651194422,0.279365156,0.302617777,0.30625531
516,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.640141953,0.279365156,0.302617777,0.30625531
517,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.639970357,0.279365156,0.302617777,0.30625531
518,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.638771729,0.279365156,0.302617777,0.30625531
519,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.670630065,0.279365156,0.302617777,0.30625531
520,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.655453528,0.279365156,0.302617777,0.30625531
521,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.641803863,0.279365156,0.302617777,0.30625531
522,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0.001693543,0.633893896,0.279365156,0.302617777,0.30625531
523,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0.00755883,0.6351106,0.279365156,0.302617777,0.30625531
524,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.633114826,0.279365156,0.302617777,0.30625531
525,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.663474578,0.279365156,0.302617777,0.30625531
526,01/06/2011,0.28368146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0,0,0,0,0,0.07957464,0.030588652,0.131138603,0,0,0,0,0.635154606,0.279365156,0.302617777,0.30625531
527,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.637004789,0.279149842,0.302407122,0.3053181
528,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.659551059,0.279149842,0.302407122,0.3053181
529,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.633888723,0.279149842,0.302407122,0.3053181
530,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.641620451,0.279149842,0.302407122,0.3053181
531,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.612912031,0.279149842,0.302407122,0.3053181
532,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.638184786,0.279149842,0.302407122,0.3053181
533,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.650383453,0.279149842,0.302407122,0.3053181
534,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.637409992,0.279149842,0.302407122,0.3053181
535,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.642976166,0.279149842,0.302407122,0.3053181
536,02/06/2011,0.283482279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0,0,0,0,0,0.077027111,0.028000886,0.128195521,0,0,0,0,0.642598536,0.279149842,0.302407122,0.3053181
537,03/06/2011,0.283283198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0.618130736,0.278912339,0.302102632,0.304374348
538,03/06/2011,0.283283198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0.647265237,0.278912339,0.302102632,0.304374348
539,03/06/2011,0.283283198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0.629000046,0.278912339,0.302102632,0.304374348
540,03/06/2011,0.283283198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0.637871443,0.278912339,0.302102632,0.304374348
541,03/06/2011,0.283283198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0,0,0,0,0,0.074452527,0.024712561,0.125237293,0,0,0,0,0.612007125,0.278912339,0.302102632,0.304374348
542,04/06/2011,0.283084218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0.650245065,0.278758621,0.301798054,0.303425464
543,04/06/2011,0.283084218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0.012424056,0.653463571,0.278758621,0.301798054,0.303425464
544,04/06/2011,0.283084218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0.66060434,0.278758621,0.301798054,0.303425464
545,04/06/2011,0.283084218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0.652164797,0.278758621,0.301798054,0.303425464
546,04/06/2011,0.283084218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0.639863851,0.278758621,0.301798054,0.303425464
547,04/06/2011,0.283084218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0.624400878,0.278758621,0.301798054,0.303425464
548,04/06/2011,0.283084218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0,0,0,0,0,0.071855809,0.021741831,0.121540337,0,0,0,0,0.629276779,0.278758621,0.301798054,0.303425464
549,05/06/2011,0.28288534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069241885,0.018689071,0.119264992,0,0,0,0,0,0,0,0,0,0.069241885,0.018689071,0.119264992,0,0,0,0,0.646155161,0.278620239,0.301492836,0.302472854
550,05/06/2011,0.28288534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069241885,0.018689071,0.119264992,0,0,0,0,0,0,0,0,0,0.069241885,0.018689071,0.119264992,0,0,0,0,0.628818207,0.278620239,0.301492836,0.302472854
551,05/06/2011,0.28288534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069241885,0.018689071,0.119264992,0,0,0,0,0,0,0,0,0,0.069241885,0.018689071,0.119264992,0,0,0,0,0.642012038,0.278620239,0.301492836,0.302472854
552,06/06/2011,0.282686562,0,0,0,-0.178486738,-0.672031144,0.344372259,-0.178486738,-0.672031144,0.344372259,0,0,0,0,0,0,-0.111871054,-0.596360501,0.400203082,0,0,0,0,0,0,0,0,0,0.066615684,0.01626651,0.117156925,0,0,0,0,0.642122584,0.278481906,0.301210531,0.251062118
553,07/06/2011,0.282487885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063982127,0.013695109,0.115235295,0,0,0,0,0,0,0,0,0,0.063982127,0.013695109,0.115235295,0,0,0,0,0.643504923,0.278314514,0.301000465,0.30056206
554,07/06/2011,0.282487885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063982127,0.013695109,0.115235295,0,0,0,0,0,0,0,0,0,0.063982127,0.013695109,0.115235295,0,0,0,0,0.637904252,0.278314514,0.301000465,0.30056206
555,07/06/2011,0.282487885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063982127,0.013695109,0.115235295,0,0,0,0,0,0,0,0,0,0.063982127,0.013695109,0.115235295,0,0,0,0,0.644124086,0.278314514,0.301000465,0.30056206
556,08/06/2011,0.282289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061346125,0.010526599,0.11191389,0,0,0,0,0,0,0,0,0,0.061346125,0.010526599,0.11191389,0,0,0,0,0.651224682,0.278139735,0.300790501,0.299606663
557,08/06/2011,0.282289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061346125,0.010526599,0.11191389,0,0,0,0,0,0,0,0,0,0.061346125,0.010526599,0.11191389,0,0,0,0,0.628285218,0.278139735,0.300790501,0.299606663
558,08/06/2011,0.282289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061346125,0.010526599,0.11191389,0,0,0,0,0,0,0,0,0,0.061346125,0.010526599,0.11191389,0,0,0,0,0.637242566,0.278139735,0.300790501,0.299606663
559,08/06/2011,0.282289308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061346125,0.010526599,0.11191389,0,0,0,0,0,0,0,0,0,0.061346125,0.010526599,0.11191389,0,0,0,0,0.62466961,0.278139735,0.300790501,0.299606663
560,09/06/2011,0.282090833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058712567,0.007369786,0.109862688,0,0,0,0,0,0,0,0,0,0.058712567,0.007369786,0.109862688,0,0,0,0,0.638338106,0.277965036,0.30058064,0.29865311
561,09/06/2011,0.282090833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058712567,0.007369786,0.109862688,0,0,0,0,0,0,0,0,0,0.058712567,0.007369786,0.109862688,0,0,0,0,0.622588505,0.277965036,0.30058064,0.29865311
562,09/06/2011,0.282090833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058712567,0.007369786,0.109862688,0,0,0,0,0,0,0,0,0,0.058712567,0.007369786,0.109862688,0,0,0,0,0.624105753,0.277965036,0.30058064,0.29865311
563,09/06/2011,0.282090833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058712567,0.007369786,0.109862688,0,0,0,0,0,0,0,0,0,0.058712567,0.007369786,0.109862688,0,0,0,0,0.636095876,0.277965036,0.30058064,0.29865311
564,10/06/2011,0.28189117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0.631167995,0.277789582,0.30037414,0.297701408
565,10/06/2011,0.28189117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0.612368059,0.277789582,0.30037414,0.297701408
566,10/06/2011,0.28189117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0.646217754,0.277789582,0.30037414,0.297701408
567,10/06/2011,0.28189117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0.63354388,0.277789582,0.30037414,0.297701408
568,10/06/2011,0.28189117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0.612990171,0.277789582,0.30037414,0.297701408
569,10/06/2011,0.28189117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0.628351779,0.277789582,0.30037414,0.297701408
570,10/06/2011,0.28189117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0.650366005,0.277789582,0.30037414,0.297701408
571,10/06/2011,0.28189117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0,0,0,0,0,0.05608632,0.005180376,0.108042774,0,0,0,0,0.644559876,0.277789582,0.30037414,0.297701408
572,11/06/2011,0.28169161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0.639902875,0.277614209,0.300167739,0.296754284
573,11/06/2011,0.28169161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0.635203411,0.277614209,0.300167739,0.296754284
574,11/06/2011,0.28169161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0.617513647,0.277614209,0.300167739,0.296754284
575,11/06/2011,0.28169161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0.638871076,0.277614209,0.300167739,0.296754284
576,11/06/2011,0.28169161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0.633925561,0.277614209,0.300167739,0.296754284
577,11/06/2011,0.28169161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0.629181226,0.277614209,0.300167739,0.296754284
578,11/06/2011,0.28169161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0.61419279,0.277614209,0.300167739,0.296754284
579,11/06/2011,0.28169161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0,0,0,0,0,0.053472217,0.002977484,0.106364894,0,0,0,0,0.623675042,0.277614209,0.300167739,0.296754284
580,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.647117385,0.277433097,0.299961437,0.29581308
581,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.620003563,0.277433097,0.299961437,0.29581308
582,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.641363597,0.277433097,0.299961437,0.29581308
583,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.671456351,0.277433097,0.299961437,0.29581308
584,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.650997999,0.277433097,0.299961437,0.29581308
585,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.627596534,0.277433097,0.299961437,0.29581308
586,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.642111072,0.277433097,0.299961437,0.29581308
587,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.633542624,0.277433097,0.299961437,0.29581308
588,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.630625523,0.277433097,0.299961437,0.29581308
589,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.630882163,0.277433097,0.299961437,0.29581308
590,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.621767378,0.277433097,0.299961437,0.29581308
591,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.632629863,0.277433097,0.299961437,0.29581308
592,12/06/2011,0.281492151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0,0,0,0,0,0.050875056,0.000808011,0.104157635,0,0,0,0,0.617926444,0.277433097,0.299961437,0.29581308
593,13/06/2011,0.281292795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04829959,-0.001266908,0.101722285,0,0,0,0,0,0,0,0,0,0.04829959,-0.001266908,0.101722285,0,0,0,0,0.643966543,0.277233989,0.299755234,0.294879122
594,13/06/2011,0.281292795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04829959,-0.001266908,0.101722285,0,0,0,0,0,0,0,0,0,0.04829959,-0.001266908,0.101722285,0,0,0,0,0.666750392,0.277233989,0.299755234,0.294879122
595,13/06/2011,0.281292795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04829959,-0.001266908,0.101722285,0,0,0,0,0,0,0,0,0,0.04829959,-0.001266908,0.101722285,0,0,0,0,0.624591508,0.277233989,0.299755234,0.294879122
596,13/06/2011,0.281292795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04829959,-0.001266908,0.101722285,0,0,0,0,0,0,0,0,0,0.04829959,-0.001266908,0.101722285,0,0,0,0,0.637381654,0.277233989,0.299755234,0.294879122
597,14/06/2011,0.281093541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045750521,-0.004913521,0.099590671,0,0,0,0,0,0,0,0,0,0.045750521,-0.004913521,0.099590671,0,0,0,0,0.634692422,0.277034348,0.299549131,0.293953717
598,14/06/2011,0.281093541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045750521,-0.004913521,0.099590671,0,0,0,0,0,0,0,0,0,0.045750521,-0.004913521,0.099590671,0,0,0,0,0.617706027,0.277034348,0.299549131,0.293953717
